chroma_stft_mean,chroma_stft_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,label
0.39889503,0.34886017,2501.017938367373,1488.7539163328645,2151.0411336874713,1001.9300330460704,4797.022545855978,2913.372931196856,0.24628178377329193,0.24900623949964684,-659.7015,54.789455,-17.97466,4.5149527,-7.6019006,-6.853135,-10.136916,-13.47278,-8.6167345,-3.6340377,-3.3530722,-9.022441,-4.8070827,0.5430701,-7.5168056,-2.282806,-5.2860403,-2.1808088,-6.2580605,1.4703465,182.02945,48.584007,28.55268,18.658049,14.930029,16.285328,15.145294,14.643584,13.786418,10.645803,7.8656693,9.177608,6.9645815,5.5319543,10.077396,6.2429013,7.550771,5.777848,7.8658566,8.376401,calm
0.33907637,0.34973553,2430.074296543887,1763.6102322675679,2048.8960485577745,1037.5653326594445,4490.111027207486,3163.876558251524,0.2103668922601744,0.24790975139524696,-663.02606,49.320267,-10.904673,2.585474,-8.794811,-4.552903,-10.804564,-13.400597,-9.38186,-4.2848015,-3.72002,-10.603787,-5.372887,-2.6121006,-6.52306,-3.6786683,-3.8018975,-3.8762164,-3.7300785,-0.2940782,162.2354,51.752495,23.675062,18.473068,15.03572,14.444398,15.432777,12.686025,13.555641,12.794017,8.367989,9.904529,6.0831137,8.076493,8.590501,7.9258494,5.7242775,5.509664,6.6456456,9.44953,calm
0.39389986,0.34437928,2979.1103917927344,1628.2242687045034,2397.9452848720016,875.213201432612,5542.5103549299565,2930.8068096389716,0.2843424479166667,0.2510171692456295,-517.4884,25.390278,-9.163463,0.8634011,-7.748204,-5.5317936,-5.484214,-9.325698,-10.822277,-4.0592685,-4.593663,-4.9421434,-5.360818,-0.74505246,-7.5858335,-4.2629843,-4.6902046,-4.312044,-3.893292,-3.29045,148.19647,43.087646,27.191711,23.999815,19.930052,12.81439,15.918325,13.477019,13.780073,10.652775,9.852322,8.930996,8.188106,7.20539,8.984292,6.856463,6.939558,6.387961,6.4991775,6.8053455,disgust
0.37982842,0.3406322,2735.9754950588895,1750.0146436492284,2222.5395229751502,1098.7871150281958,5210.0302734375,3164.523405999899,0.27710611979166666,0.25714539030844014,-496.95483,27.006504,-14.196354,-3.0866365,-10.475183,-10.803608,-9.857098,-14.995303,-5.0062213,-4.3577776,-6.183482,-3.578652,-1.8976933,3.1317544,-4.0084324,2.5535452,0.46187103,1.0422984,4.2152042,3.3346846,196.67026,48.082012,31.495281,26.425768,21.8971,16.04905,17.486242,21.765406,12.781779,9.983313,11.215003,12.421818,16.004635,12.0945015,14.357292,9.949636,10.507737,11.45575,9.764228,8.545848,surprised
0.4847618,0.34801793,3350.8307754470147,1694.3255793764638,2521.2786550064916,626.7395845278206,6052.748265759698,2795.5168963097394,0.29778701957614945,0.2554650067441178,-667.6102,48.528717,-6.304773,1.7821585,-9.877085,-6.140696,-15.069176,-14.632697,-9.023977,-5.252291,-8.135799,-11.808278,-4.596909,-4.9300942,-10.167766,-2.8437743,-5.6361413,-7.7637625,-6.412787,-3.2327874,187.86142,58.326065,26.784128,21.371483,22.280674,14.868795,18.841112,15.130399,13.516844,12.280483,7.8684125,11.319236,7.0669675,7.5890226,9.7800045,4.078785,6.33828,7.450607,7.4786305,4.7290177,calm
0.41177714,0.3561046,3188.9548846927987,1760.7518571412973,2305.3485978927156,962.6039932672367,5706.375732421875,2989.4892678769484,0.2550258091517857,0.21686643367941313,-540.16656,26.45157,-19.33491,3.499751,-9.03883,-9.210032,-5.818951,-14.695152,-9.383957,-3.6379147,-8.01144,-6.721807,-6.1835485,0.2305603,-7.5058517,-2.0129032,-1.4551044,1.4007373,5.986477,9.327651,177.7258,44.661404,29.007622,22.710794,14.714238,17.164433,10.510464,16.266666,12.823393,8.671942,9.791156,8.564291,11.0956955,7.7493105,10.630065,7.9617,8.381545,11.291282,15.653855,17.823112,fearful
0.410078,0.34473127,2966.306004575346,1519.1081298009028,2371.19153616533,974.7185320202716,5494.04296875,2911.92953221132,0.29287680093344154,0.2486384942724433,-495.35617,22.472435,-16.769918,-4.4897914,-12.413191,-11.252777,-9.707646,-18.954952,-6.297648,-1.4862957,-3.9103575,-2.1672761,-0.7729423,2.6538823,-6.7466106,-0.5166575,-1.1016121,-0.0035066481,1.491894,2.9895868,172.91171,40.818794,27.615576,24.41244,19.911562,18.475237,17.019749,23.090832,13.98062,12.566588,15.042054,14.195711,18.87984,12.774028,12.581299,9.385258,11.122202,9.763874,9.171515,10.541563,surprised
0.38985398,0.35027602,2942.760868762044,2086.3034446389156,2200.434024812607,1135.095280910227,5348.63232421875,3370.2207448173986,0.28796875,0.2579516021617633,-558.1368,28.35515,-11.212073,-0.30566466,-10.303317,-10.182583,-7.7437754,-16.63668,-9.19737,-6.4138207,-4.8877277,-7.7866096,-8.337313,-2.7125196,-9.060303,0.7360307,0.055950318,3.0698261,0.03139323,2.3577037,199.09885,54.909748,33.890686,19.762419,23.255053,16.271412,14.185742,19.277294,13.457247,13.201621,7.657638,10.516439,11.731166,6.990567,11.564495,9.37288,12.204141,13.39571,12.64984,8.130205,angry
0.45447665,0.3337863,2861.28814579807,1212.2214024521834,2458.452329135499,591.1593029488669,5450.592041015625,2391.642230089616,0.2744795636432927,0.2047933341771254,-638.6897,60.61547,-18.470163,3.4609885,-6.000627,-6.187196,-14.307843,-21.162,-9.90306,-3.960623,-5.14009,-9.956863,-2.9783986,0.71534634,-6.1309648,-2.9389102,-4.1484504,-6.5215006,-7.836959,-1.1860173,143.89874,46.439667,26.238876,21.042393,15.390394,15.959591,15.584832,13.934354,14.533244,13.1602545,8.0085335,10.523858,7.7807703,6.4707303,11.911472,7.642336,6.65951,6.0460963,6.5809073,5.90772,calm
0.33729434,0.34608886,2514.411759489029,1705.1992995126857,2009.6165593471378,1179.4050349743977,4717.938787286932,3166.723755352867,0.21056336241883117,0.195082450571077,-499.70184,21.139517,-21.55529,2.1008759,-8.45818,-10.920142,-2.0158966,-13.438692,-4.9641995,-3.4350839,-6.6762123,-6.9289203,-6.1735234,3.4737554,-3.1828902,4.9137635,6.6504035,6.2448945,5.425612,4.9530935,186.59566,38.612526,34.857834,20.125816,18.136698,19.442429,13.868386,20.214846,9.879731,13.237656,10.532104,9.72932,13.754394,14.539644,16.33041,15.143532,17.219685,17.730005,13.104054,15.092788,happy
0.36842975,0.34894195,2661.5567447554067,1726.3842176135365,2103.287448925256,1114.5549249719918,4915.505746694712,3025.376304708334,0.21903170072115385,0.2062690930429412,-434.03998,17.545921,-17.301334,-6.356876,-15.193071,-8.273633,-10.430403,-15.404466,-8.748728,-7.292274,-8.275879,-6.2063437,0.76176476,10.796831,0.9659967,5.342776,3.6247993,2.0000548,3.6261494,1.772782,181.62434,39.399834,31.169825,24.558884,24.25444,15.757677,15.818689,19.753937,14.5781555,12.690383,11.409728,14.759919,13.869226,18.872906,13.033833,14.699033,12.570952,11.404105,10.224545,10.095192,fearful
0.32919294,0.34177747,2316.9267232868738,1820.9060402201694,1931.4069453557017,1178.453863434124,4394.6209608450445,3365.274173793545,0.21083637666420119,0.2233679047124056,-611.3766,45.335247,-4.4751716,1.8758893,-4.2295012,-4.015012,-4.042882,-7.677704,-10.80253,-2.930702,-3.4347343,-6.7044926,-4.0754805,1.4676341,-8.438529,-2.8350508,-3.5769722,-1.5365398,-5.0917897,-1.2220018,184.58734,62.467598,23.13313,21.60998,16.657581,14.949239,14.606617,13.234856,13.234605,10.4578705,8.120399,9.222302,7.731724,6.474648,9.349535,7.2997828,6.5417128,4.509635,5.730127,5.642042,disgust
0.5096445,0.3324502,3595.014211399922,1695.7182558403547,2566.1533207469543,701.3065326568112,6439.430833899457,2706.527852742907,0.3645671583850932,0.25625096490936344,-572.8906,34.441734,-12.106583,2.0249732,-11.635108,-7.98282,-8.429833,-15.815239,-8.44146,-3.9047267,-3.7777069,-7.9589815,-4.949235,-2.2501903,-7.5805407,-3.5989964,-4.5328355,-4.307973,-4.3966503,0.99810714,185.09721,61.814335,36.97941,22.519827,22.93253,15.725366,14.197062,19.044075,13.442472,11.867286,6.8957863,10.257496,6.7692685,7.5713515,9.470262,7.3293476,7.1014633,8.891732,12.512059,8.439488,angry
0.43077314,0.35383427,3401.939961091561,1650.6382867819132,2477.892979315754,810.2739856095226,6061.068257524923,2727.2407435644127,0.3120446702453988,0.24606192650279093,-451.35953,4.621761,-29.532095,-7.4787807,-13.878373,-19.614393,-13.992751,-20.348259,-9.624735,-4.3365827,-6.3229394,0.93654555,7.3876495,18.940008,4.615529,1.2329557,-3.143462,-6.271927,0.0064267116,0.6641925,158.23697,33.291492,44.38951,27.538034,20.937479,23.280546,18.748537,21.974815,15.357385,11.168831,12.006644,14.696157,15.979893,26.793383,15.484718,14.983402,14.000526,14.24831,11.866802,9.906331,sad
0.40955907,0.35267872,3063.91377216854,1618.2689571801386,2357.1678338078195,993.09205731346,5692.1630859375,3027.0940094348457,0.24632958652210885,0.19552693832538837,-445.38785,16.975613,-17.70578,-2.5899854,-10.445665,-5.9727745,-5.1373663,-13.530624,-10.611827,-5.409188,-6.0235505,0.0080244625,5.2528014,15.864995,6.613467,2.837637,-2.263269,0.18075365,2.6177807,2.3904412,165.20358,36.16353,24.406605,23.314096,18.67211,15.450657,11.312126,17.580187,15.026486,10.775455,12.284684,13.385087,14.302971,23.46516,15.407222,14.720996,10.264806,9.677204,11.360789,8.343117,fearful
0.45220587,0.34412658,3361.354389906306,1176.1146655667235,2725.884043039768,522.5476048076627,6395.6255392062885,2262.4078875800037,0.3775432563266871,0.2557724392506421,-499.68155,17.458508,-14.908232,-2.7058284,-10.538856,-10.712955,-4.093468,-12.201355,-7.932541,-0.6316361,-1.8222843,0.6834229,1.6654292,12.974841,8.545636,8.900881,2.4734144,1.3928616,2.0718415,2.4746623,166.00804,36.38128,27.33974,24.061718,19.186956,20.029037,17.618374,15.35028,12.927067,11.668401,11.942927,14.442593,15.871616,22.394121,15.274448,16.977308,14.863974,13.755922,9.455747,7.493235,sad
0.37366396,0.35823932,2734.403638700873,1938.3903513760658,2114.51884976869,1168.7333338069873,5046.016282301683,3368.994510263429,0.2631209935897436,0.25716054934936095,-538.26654,28.846996,-12.098068,2.4300663,-11.566412,-7.382821,-4.1110864,-13.692852,-6.6502795,-3.6516492,-3.5020978,-6.0251455,-4.433503,2.0975387,-6.0050426,0.25635186,-1.0617365,-2.1578107,-1.991861,1.4640775,173.0511,50.263355,27.949617,18.59741,19.23999,16.366064,13.511876,18.451437,12.791638,10.731422,9.79425,9.090178,8.657278,9.840982,15.141168,8.873587,8.859495,8.297831,10.759109,9.304974,angry
0.45411074,0.32539693,3741.0466929952154,1402.783788829894,2705.1361632816065,448.45098686520555,6793.254547119141,1896.6883445029878,0.3530517578125,0.22533669710846305,-399.0657,11.352522,-17.75301,0.09403553,-13.3597355,-11.50584,-7.0176516,-19.16047,-3.7646554,-4.943781,-3.1658795,-7.6607866,-5.317584,-0.2028069,-9.426184,0.38670787,-2.2395654,2.866264,2.9872513,2.8902946,179.30984,35.1519,32.822784,22.18011,23.949102,18.197426,16.15995,21.818005,10.937743,10.825998,8.7662325,10.525702,11.448537,10.113853,13.866165,11.818999,11.229127,13.551557,14.235699,11.493504,angry
0.3888004,0.3373538,3179.6248702831554,2086.3743478871484,2210.617758129104,909.7706216227002,5448.287214633234,3178.120828784045,0.2914249625748503,0.26383890501573903,-553.03973,29.512749,-11.008968,-2.7962213,-6.4367995,-9.781473,-9.809283,-17.477474,-14.033826,-3.4900398,-7.8689923,-10.347182,-5.084342,0.15945718,-10.946726,-2.674622,-3.534289,-5.82533,-4.9612885,-4.239325,149.38017,58.630337,37.33017,25.702929,20.925161,16.715338,15.408484,17.20936,15.131583,12.023005,9.300793,10.238052,8.811501,4.6384287,10.959815,6.914986,6.0663238,8.037769,8.107935,7.04239,disgust
0.45750183,0.34818265,3716.114712510972,1670.4290673698417,2575.735315092336,730.1599006185403,6588.057552475527,2426.0193586879523,0.30932911332831325,0.23065116474450534,-465.65955,12.013585,-19.44305,-7.2163043,-19.932621,-9.41056,-8.407406,-19.104118,-5.662809,-9.245565,-3.6616013,-4.9568353,-3.1268303,2.2680116,-6.147378,2.7881367,-2.7076647,3.1957262,2.3353972,2.4369645,209.39558,40.25911,38.78875,26.787863,30.809029,15.133759,15.461378,22.311502,11.046795,15.962447,10.249442,13.584318,17.540676,14.829452,15.269875,12.505383,12.778047,14.004306,11.45778,11.3661375,angry
0.3298172,0.32833517,3224.112534486383,1721.0353733890236,2376.542959921603,977.3892900840588,5997.25040211397,2836.855705728934,0.23512752757352942,0.16284285495823336,-416.50098,6.6681943,-17.380903,0.767832,-5.9465785,-3.8148625,-6.42216,-17.368046,-6.747866,1.1414883,-2.3264804,-0.10881132,9.668006,20.83719,3.4468176,-1.5791544,-3.77567,2.9326456,2.3436642,0.45502776,156.972,28.83388,25.707153,21.810034,15.293035,18.989021,12.97858,16.09058,11.906996,11.543208,13.324391,19.741968,16.988276,20.114758,12.281837,16.227211,15.680233,12.257597,7.5027943,9.233015,fearful
0.38687313,0.3573426,2931.8075401787164,1776.2506815079314,2239.478822049929,1058.0071660879958,5355.876418779481,3160.0766515978225,0.27696295204402516,0.25480829661072213,-542.54443,20.911833,-21.317019,-0.60955924,-7.505916,-15.848934,-9.214829,-17.795975,-8.568598,-1.7897046,-5.9995837,-3.9804058,-2.7875607,8.476596,4.0522823,6.0227065,3.7808957,2.7323456,3.2215009,2.924899,188.36813,43.471214,33.568153,22.059122,16.116749,21.934328,15.9304905,20.492748,14.774012,10.227953,10.9903,8.9394045,12.290376,18.413765,17.189001,12.593392,15.913252,17.094316,12.389347,10.403465,sad
0.35574317,0.355588,2734.0866600434456,1817.8423817346434,2207.1961587764768,1105.7485669089024,5059.991560919437,3234.8051215069104,0.22858618587427745,0.24337996620238428,-502.9451,24.970226,-7.889403,3.681553,-6.554233,-5.8474975,-4.6020017,-12.381574,-7.890601,-4.5641236,-3.7703211,-5.5028834,-3.923517,-0.24677359,-7.501487,-3.3890262,-3.146889,-0.7002595,-0.9176253,1.7991903,163.59836,42.126663,27.275103,25.75868,19.896662,13.609944,13.315832,17.271975,13.594082,10.824056,9.146833,9.769308,8.010241,6.0127535,10.000406,6.362224,7.678842,7.4174957,9.8140745,14.696294,disgust
0.4052667,0.3526434,3208.0846299342948,1995.4112536524392,2255.9298163609024,1069.2755905479437,5761.6502028245195,3279.3062982308497,0.2722919170673077,0.2519488645975272,-520.53156,23.30079,-18.062801,1.0941846,-9.181804,-11.704226,-7.67495,-15.642751,-7.8233557,-5.0988407,-7.4048853,-6.0623636,-6.794503,-2.3250704,-9.694251,-5.221331,-4.609601,-3.186961,1.1416436,5.4150195,183.95453,47.244938,40.263756,19.79661,18.315771,17.372803,15.853632,20.441416,12.146746,11.062398,9.321454,9.846574,8.8910055,5.310077,11.950288,7.709865,8.561683,8.701034,12.270849,18.397299,happy
0.46893644,0.34969342,3536.1788546827634,1766.8478324336343,2753.5093910545834,689.1479171793776,6637.938113328887,2617.0646834248305,0.34208567549542684,0.25247804031525445,-559.7219,26.708374,-7.2052693,1.3545456,0.11719485,-8.937725,-5.732675,-10.572844,-3.6312613,-1.2715576,-4.9861884,-3.571005,-1.7439231,0.45335746,-5.604857,1.9551585,1.7028252,1.5991062,-0.24620265,0.68076295,164.59575,48.00343,37.319664,27.715673,18.951551,17.902443,14.516759,16.867374,10.553411,10.337655,11.013791,8.645183,7.9916153,5.5411916,11.267427,9.3812475,11.895465,11.435779,12.540837,10.790846,disgust
0.3426394,0.34281254,2706.30547846775,1976.6193427592332,2080.831217210487,1168.432414483906,4945.10009765625,3366.3740461707634,0.23552408854166668,0.23041479230673678,-552.1154,26.722324,-11.747663,-1.1329135,-6.9620013,-7.844231,-5.975619,-15.200843,-11.389808,-4.245503,-7.2521744,-7.8785872,-6.944064,-0.44694707,-6.671033,-3.9650621,-2.3107665,-1.3052852,1.5220531,8.102096,167.26608,48.43694,32.66936,20.394968,16.762053,15.857377,12.621453,15.396775,12.253612,10.425592,9.26782,9.810736,11.171309,5.808569,9.367375,8.533241,7.1911345,7.9410415,9.514774,15.612646,fearful
0.37572572,0.3448099,2638.1640532045894,1680.3738639396386,2200.2651402098,886.581781217968,4904.974811833079,2868.0810372491655,0.20378298875762196,0.2091115306499456,-613.9884,55.380436,-14.584271,4.475887,-9.213383,-4.576475,-12.888385,-19.76373,-5.667951,-3.938137,-4.8708453,-8.496078,-3.0677955,0.94222206,-4.183273,1.1427629,-2.8265772,-4.512986,-6.1253023,0.2397125,142.23456,52.82194,32.71252,20.671871,16.709126,17.868624,17.803642,17.070665,13.680279,12.453169,8.254948,10.531614,7.5183077,5.3929467,11.269436,6.5093355,7.270438,7.5712976,8.746689,5.4616365,calm
0.42399883,0.35649508,3338.228218112925,2041.9293178458383,2424.5368156988366,950.7920814804041,6025.994236483895,3184.030387071949,0.3507117523006135,0.29538891941865586,-587.2258,33.320946,-9.141921,-2.207375,-3.9123993,-9.170166,-7.7737656,-13.806401,-7.9097414,-3.772443,-5.993182,-6.661028,-4.3904295,-2.1931937,-8.99004,-2.9472854,-4.1457057,-3.567841,-4.6865115,-2.603611,174.27693,59.46449,36.737255,25.191982,16.630106,15.361332,13.577289,18.460318,11.339923,9.395939,8.988948,10.913797,7.1407447,4.6104445,9.480022,6.8165646,7.254713,7.9846992,7.2202425,7.5107293,disgust
0.4922926,0.32550904,3648.3820510120154,1685.67160022154,2688.7440001590985,606.1209980452352,6691.372958096591,2417.4305718188252,0.35958426339285715,0.26886718357262535,-438.20703,15.033666,-17.468126,-8.893363,-11.907526,-10.659395,-8.692335,-14.220006,-7.6069326,-5.5634685,-6.337178,-4.7888603,0.551188,8.897498,2.5146737,8.92402,5.604892,2.5177617,4.842811,2.4606185,189.55353,37.436615,37.255455,23.588848,24.837626,18.851252,16.957804,18.979296,12.722124,12.399353,11.016266,8.829738,9.244608,17.183456,16.703505,14.169879,14.884933,16.079988,13.357881,10.102227,fearful
0.42723364,0.36308518,3157.016009148918,2060.7141089933925,2276.4634515354437,1023.1749580107471,5681.979860959354,3241.674745115209,0.26139778190559443,0.27097493871448897,-695.8503,42.93426,-7.2745557,8.977729,-4.1705785,-4.92489,-6.5379605,-12.679187,-7.3114715,-3.600854,-3.2500987,-7.0833125,-4.540171,0.40290737,-6.542524,-3.448823,-1.5121735,-0.88098323,-0.7093305,4.330609,187.3424,57.24435,28.365194,17.786741,14.878258,13.47463,14.061444,16.221619,10.711362,9.264908,6.2576814,8.285509,7.399302,5.779858,8.859874,5.9444327,5.4818354,7.132105,11.778406,12.366013,neutral
0.34906298,0.3576641,2400.466950460698,2064.9304954811446,1897.8579126613681,1293.3889251927133,4450.60546875,3665.932935385561,0.255419921875,0.28632356368308665,-726.7584,46.6224,-3.2128227,2.159242,-5.9337506,-4.6862364,-8.642963,-14.1078415,-9.158594,-5.685967,-5.0285325,-8.541237,-6.1935964,-1.0537316,-8.68223,-5.6670494,-4.1926384,-4.2674365,-7.2009535,-0.5148638,196.7277,56.12462,33.710396,14.609608,18.894964,11.888005,15.6153555,17.044556,12.981142,10.057512,6.1261244,9.903357,7.1798577,5.5583124,10.302286,7.4492955,5.4849267,6.7498975,8.667516,4.2983985,neutral
0.35602126,0.36836982,2251.8955999785503,1903.2404229943402,1862.2124830643309,1305.006919178918,4283.427526595745,3599.2042619667864,0.2491169381648936,0.2896625879706508,-719.3511,46.50712,-6.723057,2.0493104,-5.955284,-4.557599,-9.712336,-14.664021,-8.84066,-6.059714,-5.4943438,-9.315283,-5.959335,-1.8943051,-8.452185,-4.875864,-4.165687,-4.211811,-5.8568554,0.39072645,194.0079,57.27418,34.126602,15.546583,20.88671,12.541835,16.470028,17.385399,11.419414,10.353165,6.8447104,10.689205,6.195663,6.0140114,9.425238,6.1876926,5.9167485,6.4906683,9.00943,7.120364,neutral
